"Provider Name"," Number of Certified Beds"
"SHAWNEE SENIOR LIVING",159
"SIGNATURE HEALTHCARE OF WHITESBURG GARDENS",159
"SILVER SPRINGS CARE CENTER",159
"SKLD BLOOMFIELD HILLS",159
"SOUTH MOUNTAIN RESTORATION CEN",159
"TUSCOLA COUNTY MEDICAL CARE FACILITY",159
"WESTCHESTER HOUSE, THE",159
"WILLOW CREEK HEALTHCARE CENTER",159
"ABSOLUT CTR FOR NURSING & REHAB ENDICOTT L L C",160
"ALFREDO GONZALEZ TEXAS STATE VETERANS HOME",160
"AMBROSIO GUILLEN TEXAS STATE VETERANS HOME",160
"APPLE REHAB FARMINGTON VALLEY",160
"ATHERTON PARK POST-ACUTE",160
"ATLANTIC COAST REHAB & HEALTH",160
"ATRIUM HEALTH CARE CENTER",160
"AVANTARA OF BILLINGS",160
"BROOKHAVEN HEALTH CARE FACILITY L L C",160
"BROWNSBURG HEALTH CARE CENTER",160
"BRUSH HILL CARE CENTER",160
"BRYN MAWR EXTENDED CARE CENTER",160
"CAMBRIDGE HEALTH AND REHABILITATION CENTER",160
"CAMELOT REHABILITATION AT MAGNOLIA PARK",160
"CARE ONE AT LOWELL",160
"CAYUGA NURSING AND REHABILITATION CENTER",160
"CENTRAL PARK REHABILITATION AND NURSING CENTER",160
"CHAPIN CENTER",160
"CHRIST THE KING MANOR",160
"CLYDE W COSPER TEXAS STATE VETERANS HOME",160
"COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER",160
"ELDERWOOD AT LIVERPOOL",160
"ELLICOTT CENTER FOR REHABILITATION AND NURSING",160
"EPIC REHABILITATION AND NURSING AT WHITE PLAINS",160
"EVERGREEN HOUSE HEALTH CENTER",160
"FATHER BAKER MANOR",160
"FISHKILL CENTER FOR REHABILITATION AND NURSING",160
"FITCHBURG HEALTHCARE",160
"FIVE OAKS REHABILITATION AND CARE CENTER",160
"FOREST VIEW CENTER FOR REHABILITATION & NURSING",160
"FRANK M TEJEDA TEXAS STATE VETERANS HOME",160
"FUTURE CARE CANTON HARBOR",160
"GANDY CROSSING CARE CENTER",160
"GARDEN PARK NURSING & REHAB CTR, LLC",160
"GLENVUE HEALTH AND REHAB",160
"GOWANDA REHABILITATION AND NURSING CENTER",160
"GREENFIELD HEALTH & REHAB CENTER",160
"GREYSTONE HEALTH CARE CENTER",160
"HERITAGE CENTER",160
"HERITAGE MANOR OF BATON ROUGE I I",160
"HYDE PARK HEALTH CENTER",160
"IROQUOIS NURSING HOME INC",160
"JEFFERSON COUNTY NURSING HOME",160
"JERSEYVILLE MANOR",160
"JOSEPHINE CARING COMMUNITY",160
"KINGSWAY ARMS NURSING CENTER INC",160
"LANDMARK OF PLANO REHABILITATION AND NURSING CENTE",160
"LAUREL HEIGHTS HOME FOR THE ELDERLY",160
"LEWIS COUNTY GENERAL HOSPITAL-NURSING HOME UNIT",160
"LIFE CARE CENTER OF CHEYENNE",160
"LITCHFIELD WOODS HEALTH CARE C",160
"LIVE OAK",160
"LOCH HAVEN",160
"LUTHERAN CENTER AT POUGHKEEPSIE INC",160
"MAPLEWOOD HEALTH CARE CENTER",160
"MASSENA REHABILITATION & NURSING CENTER",160
"MCAULEY RESIDENCE",160
"MEMPHIS JEWISH HOME",160
"MENNONITE HOME, THE",160
"MISSION PALMS POST ACUTE",160
"MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING",160
"MONUMENT REHABILITATION AND CARE CENTER",160
"NESHOBA COUNTY NURSING HOME",160
"NHC HEALTHCARE, FT SANDERS",160
"NIAGARA REHABILITATION AND NURSING CENTER",160
"NYACK RIDGE REHABILITATION AND NURSING CENTER",160
"OAK CREST VILLAGE",160
"OAK HILLS LIVING CENTER",160
"ONEIDA HEALTH REHABILITATION AND EXTENDED CARE",160
"ORCHARD REHABILITATION & NURSING CENTER",160
"OUR LADY OF MERCY LIFE CENTER",160
"OVERLEA HEALTH AND REHABILITATION CENTER",160
"PENACOOK PLACE, INC",160
"PENN HIGHLANDS JEFFERSON MANOR",160
"PINE VALLEY CENTER FOR REHABILITATION AND NURSING",160
"PREMIER GENESEE CENTER FOR NRSG AND REHABILITATION",160
"PROMEDICA SKILLED NRSG AND REHAB (BETHEL PARK)",160
"PROMEDICA SKILLED NSG & REHAB OAKLAND",160
"PROMEDICA SKILLED NURSING AND REHABILITATION",160
"PUTNAM NURSING & REHABILITATION CENTER",160
"PUTNAM RIDGE",160
"RECHE CANYON REGIONAL REHAB CENTER",160
"REDWOOD OF BLUE RIVER",160
"REGALCARE AT  WORCESTER",160
"REGENCY AT CHENE",160
"RESTHAVEN NURSING & REHAB CENTER, LLC",160
"RIVERSIDE HEALTH AND REHAB",160
"SENECA HEALTH CARE CENTER",160
"SIGNATURE HEALTHCARE AT MALLARD BAY",160
"SILSBEE OAKS HEALTH CARE LLP",160
"SINGING RIVER HEALTH AND REHABILITATION CENTER",160
"SOUTHEAST IOWA REGIONAL MEDICAL - KLEIN CENTER",160
"SPRING LAKE SKILLED NURSING AND REHABILITATION",160
"ST PETERS NURSING AND REHABILITATION CENTER",160
"ST. MARY'S NURSING CENTER INC",160
"SUMMERHILL ELDERLIVING HOME & CARE",160
"SUSQUEHANNA NURSING & REHABILITATION CENTER, L L C",160
"SUTTON PARK CENTER FOR NURSING AND REHABILITATION",160
"THE CITADEL SALISBURY",160
"THE ENCLAVE AT PORT CHESTER REHAB AND NURSING CTR",160
"THE GRAND REHABILITATION AND NURSING AT ROME",160
"THE GROVE AT VALHALLA REHAB AND NURSING CENTER",160
"THE HURLBUT",160
"THE REHABILITATION CENTER OF BAKERSFIELD",160
"THE VILLAGE AT ROCKVILLE",160
"TRANSITIONAL CARE OF LAS VEGAS, LLC",160
"UNITED HELPERS CANTON NURSING HOME",160
"UNIVERSAL HEALTH CARE / OXFORD",160
"VALLEY HEALTH SERVICES INC",160
"VILLAS AT SUNNY ACRES, THE",160
"WEST HARTFORD HEALTH & REHABILITATION CENTER",160
"WHITE OAK MANOR - BURLINGTON",160
"WHITE OAK MANOR - SHELBY",160
"WHITE OAK REHABILITATION AND NURSING CENTER",160
"WHITTIER HILLS HEALTH CARE CTR",160
"WILDWOOD HEALTHCARE CENTER",160
"WILKINSON RESIDENTIAL HEALTH CARE FACILITY",160
"WILLIAM R COURTNEY TEXAS STATE VETERANS HOME",160
"WINGATE AT BEACON",160
"WINGATE OF DUTCHESS",160
"WORCESTER REHABILITATION & HEALTH CARE CENTER",160
"ALLISONVILLE MEADOWS",161
"BANNISTER CTR FOR REHABILITATION AND HEALTH CARE",161
"BETHEL HEALTH CARE CENTER",161
"CARNEYS POINT REHABILITATION AND NURSING CENTER",161
"DOWNTOWN HEALTH AND REHABILITATION CENTER",161
"DYER NURSING AND REHABILITATION CENTER",161
"ESTRELLA HEALTH AND REHABILITATION CENTER",161
"GOOD SAMARITAN CENTER",161
"GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE",161
"HEATHER HILL CARE COMMUNITIES",161
"HERITAGE REHABILITATION CENTER",161
"LA JOLLA NURSING AND REHABILITATION CENTER",161
"LIFE CARE CENTER OF GREENEVILLE",161
"LIFE CARE CENTER OF MORRISTOWN",161
"LOUISIANA WAR VETERANS HOME",161
"MESSIAH LIFEWAYS AT MESSIAH VILLAGE",161
"NORWOOD PINES ALZHEIMERS CENTER",161
"OAKMONT GUEST CARE CENTER LLC",161
"PROMEDICA SKILLED NRSG AND REHAB (YORK NORTH)",161
"PROMEDICA SKILLED NURSING AND REHAB (ARLINGTON)",161
"ROSEWALK VILLAGE",161
"SHAWNEE COLONIAL ESTATES NURSING HOME",161
"THE GRAND AT BETHANY SKILLED NURSING AND THERAPY",161
"THORNAPPLE MANOR",161
"AVAMERE TRANSITIONAL CARE AND REHAB-MALLEY",162
"AVISTA HEALTHCARE",162
"BRIAN CENTER HEALTH & REHAB/GASTONIA",162
"CEDAR VILLAGE SENIOR LIVING",162
"CHAMBERLIN HEALTHCARE CENTER",162
"COMMUNITY CARE AND REHABILITATION CENTER",162
"COUNTRYSIDE POST-ACUTE AND REHABILITATION CENTER",162
"FAYETTEVILLE CENTER FOR NURSING & HEALING LLC",162
"FORESTVILLE HEALTHCARE CENTER",162
"GOOD SHEPHERD LUTHERAN HOME",162
"GREENBRIER HEALTH CENTER",162
"GROTON REGENCY CENTER",162
"HIGHLAND REHABILITATION & HEALTH CARE CENTER",162
"IGNITE MEDICAL RESORT CARONDELET LLC",162
"JENKIN'S LIVING CENTER",162
"KIRKWOOD MANOR",162
"LIFE CARE CENTER OF TUCSON",162
"LUTHERAN CONVALESCENT HOME",162
"MANORCARE HEALTH SERVICES (CITRUS HEIGHTS)",162
"MANY HEALTHCARE AND REHABILITATION CENTER",162
"MESA VISTA OF BOULDER",162
"MISSION VIEW HEALTH CENTER",162
"ODD FELLOW-REBEKAH HOME",162
"PARSONS HILL REHABILITATION & HEALTH CARE CENTER",162
"PLEASANTVIEW CARE CENTER",162
"PRATTVILLE HEALTH AND REHABILITATION, LLC",162
"PREFERRED CARE AT ABSECON",162
"PROVIDENCE ST JOSEPH CARE CENTER",162
"REO VISTA HEALTHCARE CENTER",162
"SAN ANTONIO WELLNESS & REHABILITATION",162
"SAN LUIS POST ACUTE CENTER",162
"SEQUOYAH MANOR, LLC",162
"SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE",162
"ST. ELIZABETH REHAB. & NSG. CE",162
"THE ORCHARD - POST ACUTE CARE",162
"VALLEY VIEW HAVEN, INC",162
"WESTSIDE CARE CENTER",162
"WILLOWBEND NURSING AND REHABILITATION CENTER",162
"BEACH GARDENS REHAB AND NURSING CENTER",163
"BURBANK REHABILITATION CENTER",163
"COMMANDER NURSING CENTER",163
"CONCORDIA VILLAGE OF TAMPA",163
"DELMAR GARDENS ON THE GREEN",163
"FOLTSBROOK CENTER FOR NURSING AND REHABILITATION",163
"GARDEN TERRACE AT OVERLAND PARK",163
"GLENVIEW WELLNESS & REHABILITATION",163
"GREENFIELD HEALTHCARE CENTER",163
"HEARTLAND HEALTH CARE CENTER-ALLEN PARK",163
"JACKSON MEMORIAL PERDUE MEDICAL CENTER",163
"JACKSONVILLE NURSING AND REHAB CENTER",163
"LIFE CARE CENTER OF GWINNETT",163
"LONG BEACH CARE CENTER, INC",163
"MISSION DE LA CASA",163
"OUACHITA HEALTHCARE AND REHABILITATION CENTER",163
"PAYSON CARE CENTER",163
"PROMEDICA SKILLED NSG & REHAB STERLING HEIGHTS",163
"ROWLETT HEALTH AND REHABILITATION CENTER",163
"VALLEY VIEW REHAB AND NURSING CENTER",163
"VIEW HEIGHTS CONV HOSP",163
"WATERTOWN REHABILITATION AND NURSING CENTER",163
"WEST HILL HEALTH AND REHAB",163
"WINDER HEALTH CARE & REHAB CTR",163
"ARCADIA CARE CENTER",164
"ASHLAND PLACE HEALTH AND REHABILITATION, LLC",164
"ASTORIA PLACE LIVING & REHAB",164
"BEAUMONT AT UNIVERSITY CAMPUS",164
"BRICKYARD HEALTHCARE – MERRILLVILLE CARE CENTER",164
"CARE ONE AT HOLYOKE",164
"DELMAR GARDENS OF O'FALLON",164
"DOGWOOD VILLAGE OF ORANGE COUNTY HEALTH AND REHAB",164
"GLEN RIDGE NURSING CARE CENTER",164
"HENRY J CARTER SKILLED NURSING FACILITY",164
"HERITAGE AT TURNER PARK HEALTH & REHAB",164
"HERITAGE HALL LEESBURG",164
"HERITAGE HALL WEST",164
"NORTH WOODS VILLAGE",164
"RAMSEY COUNTY CARE CENTER",164
"RETAMA MANOR NURSING CENTER",164
"ROYAL PARK HEALTH AND REHABILITATION",164
"SCENIC POINTE NURSING AND REHAB CTR",164
"SIGNATURE HEALTHCARE OF ERIN",164
"SIGNATURE HEALTHCARE OF PORT CHARLOTTE",164
"STERLING HEALTH CARE AND REHAB CENTER",164
"STODDARD BAPTIST NURSING HOME",164
"STONERISE PARKERSBURG",164
"SURGE REHABILITATION AND NURSING LLC",164
"VALPARAISO CARE & REHABILITATION",164
"WILLOW SPRINGS REHABILITATION AND HEALTHCARE CTR",164
"WINGATE AT SILVER LAKE",164
"ARISTACARE AT MANCHESTER",165
"ARISTOCRAT BEREA HEALTHCARE AND REHABILITATION",165
"AVANTE VILLA AT JACKSONVILLE BEACH INC",165
"BARBOUR COURT NURSING AND REHABILITATION CENTER",165
"BERLIN NURSING AND REHABILITATION CENTER",165
"BLACK MOUNTAIN NEURO-MEDICAL TREATMENT CENTER",165
"COUNTRY MANOR HEALTH & REHAB CTR",165
"GARDENS OF NORTH OLMSTED",165
"HICKORY RIDGE NURSING & REHABILITATION  CENTER",165
MARYVILLE,165
"NEWFANE REHAB & HEALTH CARE CENTER",165
"NEWPORT HOUSE",165
"PALACE REHABILITATION AND CARE CENTER, THE",165
"PARK PLACE NURSING FACILITY",165
"SANDY SPRINGS HEALTH AND REHABILITATION",165
"SIGNATURE HEALTHCARE AT SUMMERFIELD REHAB & WELLNE",165
"SIGNATURE HEALTHCARE OF SOUTH PITTSBURG REHAB & WE",165
"SPECTRUM HEALTH REHAB AND NURSING CENTER",165
"STAFFORD HEALTHCARE",165
"SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT",165
"TRANSITIONAL CARE CENTER OF SEATTLE",165
"WASHINGTON CARE CENTER",165
"WESTSIDE TERRACE HEALTH & REHABILITATION CENTER",165
"A GRACE SUB ACUTE & SKILLED CARE",166
"ALAMEDA HEALTHCARE & WELLNESS CENTER",166
"BELLA TERRA BLOOMINGDALE",166
"BRIDGEWOOD HEALTH CARE CENTER",166
"CARRINGTON PLACE",166
"CHESTNUT REHAB AND NURSING",166
"DULLES HEALTH & REHAB CENTER",166
"EISENBERG VILLAGE",166
"ELDERWOOD AT HAMBURG",166
"FRANKLIN OAKS NURSING AND REHABILITATION CENTER",166
"LIFE CARE CENTER OF AURORA",166
"MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST",166
"MAJESTIC CARE OF CONNERSVILLE",166
"ORCHARD VIEW MANOR",166
"PROMEDICA SKILLED NRSG AND REHAB (ALLENTOWN)",166
"PROMEDICA SKILLED NRSG AND REHAB (WHITEHALL BOROUG",166
"SAINT ANNE HOME",166
"SAINT LUKE LUTHERAN HOME",166
"SOMERWOODS NURSING AND REHABILITATION CENTER",166
"WATERMAN CANYON POST ACUTE",166
"WESLEY PLACE ON HONEYSUCKLE",166
"WEST TEXAS LTC PARTNERS INC",166
"WILLOWBROOK NURSING CENTER",166
"WINDSOR VALLEJO NURSING & REHABILITATION CENTER",166
"ALLIANCE HEALTH AT MARINA BAY",167
"ASCENSION LIVING SHERBROOKE VILLAGE",167
"BOULEVARD REHABILITATION CENTER",167
"COMMUNITY CARE CENTER",167
"COMPLETE CARE AT GREEN ACRES",167
"COMPLETE CARE AT MADISON, LLC",167
"CONSULATE HEALTH CARE OF MELBOURNE",167
"FOREST HAVEN NURSING AND REHABILITATION CTR",167
"HUDSON POINTE AT RIVERDALE CTR FOR NURSING & REHAB",167
"JACKSONVILLE HEALTH AND REHABILITATION, LLC",167
"LIFE CARE CENTER",167
"MASONIC HOME OF LOUISVILLE",167
"MILLVILLE CENTER",167
"MISSION POINT NSG & PHY REHAB CTR OF FLINT",167
"NHC HEALTHCARE, JOHNSON CITY",167
"NORTHRIDGE HEALTH AND REHABILITATION",167
"PARKSIDE POST ACUTE AND REHABILITATION",167
"PELICAN RIDGE POST ACUTE",167
"PROMEDICA SKILLED NURSING & REHABILIATION (MENTOR)",167
"SOUTH JERSEY EXTENDED CARE",167
"THE GREEN HOUSE COTTAGES OF BELLE MEADE",167
"ARLINGTON VILLAS REHABILITATION AND HEALTHCARE CEN",168
"BEAR MOUNTAIN AT WEST SPRINGFIELD",168
"BOYNTON BEACH REHABILITATION CENTER",168
"CARE ONE AT RANDOLPH",168
"CLARKSVILLE HEALTH & REHAB CENTER",168
"COMMONS AT ORLANDO LUTHERAN TOWERS",168
"DONALSON CARE CENTER",168
"FUTURE CARE CHERRYWOOD",168
"GADSDEN HEALTH AND REHAB CENTER",168
"HIGHLANDS, THE",168
"HUNTERSVILLE OAKS",168
"MARIN POST ACUTE",168
"MOUNTAIN VISTA HEALTH CENTER",168
"OAKS - BETHANY SKILLED NURSING, THE",168
"OHIO VETERANS HOME - GEORGETOWN",168
"PARK VIEW HEALTH CENTER",168
"ROCKY MOUNTAIN CARE - CLEARFIELD",168
"ROYAL OAK NURSING & REHAB",168
"SAINT ELIZABETH HOME EAST GREENWICH",168
"SAMARITAN SENIOR VILLAGE, INC",168
"SAN FRANCISCO HEALTH CARE",168
"SAN RAFAEL NURSING AND REHABILITATION CENTER",168
"SANCTUARY AT HOLY CROSS",168
"SPRING CREEK",168
"VILLAGE AT COOK SPRINGS SKILLED NURSING FACILITY",168
"VISTA PARK HEALTH AND REHABILITATION",168
"AFTON OAKS NURSING CENTER",169
"AUTUMN CARE OF MECHANICSVILLE",169
"BAYPOINTE REHAB CENTER",169
"BEAR HILL HEALTHCARE AND REHABILITATION CENTER",169
"ELIZABETH SETON PEDIATRIC CENTER",169
"FAIRHAVEN HEALTHCARE CENTER",169
"FT LAUDERDALE HEALTH & REHABILITATION CENTER",169
"GREENWOOD MEADOWS",169
"KNOX COUNTY NURSING HOME",169
"LAURELS OF COLDWATER,THE",169
"LIFE CARE CENTER OF TULLAHOMA",169
"MAGNOLIA MANOR OF MIDWAY",169
"MAINPLACE POST ACUTE",169
"MAJESTIC GARDENS AT MEMPHIS REHAB & SNC",169
"PARKVIEW CARE AND REHABILITATION CENTER, INC",169
"RIVERWALK VILLAGE",169
"SIGNATURE HEALTHCARE OF NORFOLK",169
"SPRINGS REHABILITATION AT BRANDYWINE",169
"ST JOSEPH'S, A VILLA CENTER",169
"THE ORCHARDS AT ROSEVILLE",169
"WALNUT CREEK NURSING CENTER",169
"ADELPHI NURSING AND REHABILITATION CENTER",170
"AHC FOREST COVE",170
"ALDEN ESTATES CTS OF HUNTLEY",170
ALTENHEIM,170
"ANCHOR CARE AND REHABILITATION CENTER",170
"ANDERSON MILL HEALTH AND REHABILITATION CENTER",170
"ARCADIA HEALTH & REHABILITATION CENTER",170
"ARIA OF BROOKFIELD",170
"ATRIUM POST ACUTE CARE OF WAYNEVIEW",170
"AZALEA HEALTH AND REHAB LLC",170
"BAYVIEW MANOR",170
"BETHANY NURSING & REHAB CENTER",170
"BRICKYARD HEALTHCARE – GOLDEN RULE CARE CENTER",170
"CITIZENS CARE AND REHABILITATION CENTER OF FREDERI",170
"CUPERTINO HEALTHCARE & WELLNESS CENTER",170
"ELIZABETH CITY HEALTH AND REHABILITATION",170
"ENVOY OF STAUNTON, LLC",170
"EXTENDICARE HEALTH CENTER",170
"GOOD SAMARITAN SOCIETY - BONELL COMMUNITY",170
"HILLSDALE CO MEDICAL CARE FACI",170
"HOLIDAY RETIREMENT HOME INC",170
"HUGHES HEALTH AND REHABILITATION",170
"JACOB'S CREEK NURSING AND REHABILITATION CENTER",170
"JEFFERSON CITY HEALTH AND REHAB CENTER",170
"LIMESTONE NURSING AND REHABILITATION CENTER, LLC",170
"MARGATE HEALTH AND REHABILITATION CENTER",170
"MARINE CREEK NURSING AND REHABILITATION",170
"MELBOURNE TERRACE REHABILITATION CENTER",170
"MISSION NURSING & REHABILITATION CENTER",170
"MUSCOGEE MANOR & REHABILITATION CTR",170
"NHC HEALTHCARE - LEXINGTON",170
"NHC HEALTHCARE, KENNETT",170
"NORWOOD HEALTHCARE",170
"OAK FOREST HEALTH AND REHABILITATION",170
"OAK PARK NURSING AND REHABILITATION CENTER",170
"OK VETERANS CENTER, TALIHINA",170
"PEAK HEALTHCARE AT THE PINES",170
"PROMEDICA SKILLED NRSG AND REHAB (KING OF PRUSSIA)",170
"PROMEDICA SKILLED NRSG AND REHAB (OXFORD VALLEY)",170
"SAGEPOINT NURSING AND REHABILITATION CENTER",170
"SMP HEALTH - ST RAPHAEL",170
"STERLING PLACE",170
"THE ELLISON JOHN TRANSITIONAL CARE CENTER",170
"VILLA ST FRANCIS CATHOLIC CARE CENTER INC",170
"VILLAGE GREEN HEALTH AND REHABILITATION",170
"WESTMINSTER HEALTHCARE CENTER",170
"WICKLIFFE COUNTRY PLACE",170
"WILLOW MANOR",170
"WILSHIRE AT LAKEWOOD REHAB CENTER",170
"AMBASSADOR MANOR NURSING CENTER",171
"APERION CARE WILMINGTON",171
"BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL",171
"CHATEAU DE NOTRE DAME",171
"COLUMBIA HEALTHCARE CENTER",171
"COUNTRYSIDE MEADOWS",171
"DELAWARE VALLEY VETERAN'S HOME",171
"FORT PIERCE HEALTH CARE",171
"HARVEST MANOR HEALTHCARE AND REHABILITATION CENTER",171
"LEWIS MEMORIAL CHRISTIAN VLG",171
"MITCHELL MANOR",171
"ROSE LANE NURSING AND REHABILITATION",171
"SEACREST REHABILITATION AND HEALTHCARE CENTER",171
"SOUTHEAST HEALTH CARE CENTER",171
"VILLA AT SOUTH HOLLAND, THE",171
"WOODSTOCK NURSING & REHAB CTR",171
"BETHANY ON UNIVERSITY",172
"CENTER POINT HEALTH CARE AND REHAB",172
"CHERRY HILL MANOR",172
"CLARK COUNTY REHABILITATION & LIVING CENTER",172
"DIVERSICARE OF PROVIDENCE",172
"ELDERWOOD AT CHEEKTOWAGA",172
"FOREST MANOR NURSING & REHABILITATION CENTER",172
"GRANDVIEW NURSING AND REHABILITATION",172
"HERITAGE CENTER",172
"HILLCREEK REHAB AND CARE, LLC",172
"LIFE CARE CENTER OF GRANDVIEW",172
"MARIGOLD REHABILITATION HCC",172
"NAVASOTA NURSING & REHABILITATION",172
"NORTH MOBILE NURSING AND REHABILITATION CTR",172
"PATAPSCO HEALTH AND REHABILITATION",172
"PRESBYTERIAN VILLAGE NORTH SPECIAL CARE CTR",172
"PROMEDICA SKILLED NRSG AND REHAB (LANCASTER)",172
"PROMEDICA SKILLED NURSING & REHAB ( CHEVY CHASE",172
"PROMEDICA SKILLED NURSING & REHAB (ROSSVILLE)",172
"REGAL HEIGHTS HEALTHCARE & REHAB CENTER",172
"SELMA HEALTH AND REHAB, LLC",172
"ST JOHN SPECIALTY CARE CENTER",172
"ST MARY HEALTH CARE CENTER",172
"SUNSHINE TERRACE FOUNDATION",172
"WEST BLOOMFIELD HEALTH AND REHABILITATION CENTER",172
"WILSON'S CREEK NURSING & REHAB",172
"ARKANSAS NURSING AND REHABILITATION CENTER",173
"BEAR MOUNTAIN AT WORCESTER",173
"BROOKSIDE REHABILITATION CENTER",173
"DIVERSICARE OF OXFORD",173
"EMBASSY OF NEWARK",173
"EMBASSY OF PARK AVENUE",173
"GARDEN SPRING NURSING AND REHABILITATION CENTER",173
"HEATHER HEALTH CARE CENTER",173
"HENDERSON HEALTH & REHABILITATION CENTER",173
"HUMBOLDT HOUSE REHABILITATION AND NURSING CENTER",173
"INDIGO MANOR",173
"JEWISH HOME OF EASTERN PENNSYL",173
"LA PAZ GEROPSYCHIATRIC CENTER",173
"LEMONT NURSING & REHAB CENTER",173
"PROMEDICA SKILLED NURSING & REHAB WILLOUGHBY",173
"SAND SPRINGS NURSING AND REHABILITATION",173
"SUSQUEHANNA HEALTH AND WELLNESS CENTER",173
"THE HERITAGE AT LOWMAN REHAB AND HEALTHCARE",173
"WESTBURY CENTER OF CONYERS FOR NURSING AND HEALING",173
"ABERNETHY LAURELS",174
"ACADEMY MANOR",174
"ALLAIRE REHAB & NURSING",174
"ALTA SKILLED NURSING AND REHABILITATION CENTER",174
"ARDEN WOOD",174
"CATHOLIC ELDERCARE ON MAIN",174
"COMPLETE CARE AT LINWOOD, LLC",174
"COOPERSTOWN CENTER FOR REHABILITATION AND NURSING",174
"CYPRESS HEALTHCARE AND REHABILITATION CENTER",174
"ENVOY OF WESTOVER HILLS",174
"FREDERICKA MANOR CARE CENTER",174
"GREENBRIAR COMMUNITY CARE CENTER",174
"HARBORVIEW SATILLA",174
"JENNINGS HALL",174
"MARYMOUNT MANOR",174
"OLLIE STEELE BURDEN MANOR",174
"PLEASANT VALLEY MANOR, INC",174
"REHABILITATION AND HEALTHCARE CENTER OF TAMPA",174
"RIVER CITY NURSING AND REHABILITATION",174
"SENECA PLACE",174
"SILVER LAKE HEALTHCARE CENTER",174
"SOUTHPOINTE HEALTHCARE CTR",174
"ST BENEDICTS SENIOR COMMUNITY",174
"THE HILLS POST ACUTE",174
"WEXFORD HOUSE, THE",174
"WILLOW TERRACE",174
"ALMOND VISTA HEALTHCARE",175
"AUTUMN LAKE HEALTHCARE AT CROMWELL",175
"AZRIA HEALTH MONTCLAIR",175
"BERKSHIRE NURSING & REHABILITATION CENTER",175
"BRICKYARD HEALTHCARE – ELKHART CARE CENTER",175
"BRUNSWICK COVE NURSING CENTER",175
"CARINGTON PARK",175
"GOLD CREST CARE CENTER",175
"GOLDEN AGE HEALTHCARE AND REHABILITATION CENTER",175
"GOOD SAMARITAN SOCIETY - HASTINGS VILLAGE",175
"HARMONY HALL NURSING AND REHABILITATION CENTER",175
"HERITAGE HEALTH-JACKSONVILLE",175
"J. MICHAEL MORROW MEMORIAL NURSING  HOME",175
"LAKE FOREST NURSING CENTER",175
"MAPLE CREST HEALTH CENTER",175
"POTOMAC VALLEY REHABILITATION AND HEALTHCARE",175
"SIGNATURE HEALTHCARE OF PUTNAM COUNTY",175
"THE ESTATES AT ST LOUIS PARK LLC",175
"THE GARDENS AT ALDERSGATE",175
"AMBASSADOR, A VILLA CENTER",176
"BELLA VITA HEALTH AND REHABILITATION CENTER",176
"BRICKYARD HEALTHCARE - TERRACE CARE CENTER",176
"CATHOLIC CARE CENTER, INC",176
"COMPLETE CARE AT GREEN KNOLL",176
"CORONA POST ACUTE CENTER",176
"CRANDALL NURSING HOME",176
"DELHI REHABILITATION AND NURSING CENTER",176
"EMBASSY OF WINCHESTER",176
"EVERGREEN HEALTH AND REHAB",176
"FAIRVIEW NURSING AND REHABILITATION CENTER",176
"FALL RIVER HEALTHCARE",176
"FULTON CENTER FOR REHABILITATION AND HEALTHCARE",176
"GRANDE POINTE HEALTHCARE COMMU",176
"HERITAGE PARK HEALTHCARE AND REHABILITATION",176
"KAISER PERMANENTE POST-ACUTE CARE CENTER",176
"KINGSTON REHABILITATION AND NURSING CENTER",176
"LIFE CARE CENTER OF VISTA",176
"MADERA REHABILITATION & NURSING CENTER",176
"MAGNOLIA MANOR - INMAN",176
"MANTECA CARE AND REHABILITATION CENTER",176
"MCKINLEY HEALTH CARE CTR  LLC",176
"NHC HEALTHCARE - LAURENS",176
"NM BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS(THE)",176
"PALM GARDEN OF WEST PALM BEACH",176
"PLEASANT VIEW CENTER",176
"POMEROY LIVING STERLING SKILLED REHABILITATION",176
"PROMEDICA SKILLED NRSG AND REHAB (WEST READING)",176
"PRUITTHEALTH- AIKEN",176
"RAVENWOOD SPECIALTY CARE",176
"REDWOOD SPRINGS HEALTHCARE CENTER",176
"ROSEDALE GREEN",176
"ROUSE WARREN COUNTY HOME",176
"SAINT JOSEPH OF THE PINES HEALTH CENTER",176
"SALUDA NURSING CENTER",176
"SANDPIPER POST ACUTE",176
"SHANNONDALE HEALTH CARE CENTER",176
"SIGNATURE HEALTHCARE OF BOWLING GREEN",176
"SIGNATURE HEALTHCARE OF TERRE HAUTE",176
"ST IGNATIUS NURSING & REHAB CENTER",176
"SUMTER EAST HEALTH & REHABILITATION CENTER",176
"THE COTTAGE EXTENDED CARE",176
"TREASURE ISLE CARE CENTER",176
"UNIVERSITY HEIGHTS HEALTH AND LIVING COMMUNITY",176
"WESTWOOD HILLS NURSING AND REHABILITATION CENTER",176
"WHITE HOUSE HLTHCR & REHAB CTR",176
"WHITE OAK MANOR - CHARLESTON",176
